death_date,new_deaths,total_deaths,report_date,newly_reported_deaths
2020-08-23,7,1812,2022-02-23,0
2020-08-24,9,1821,2022-02-23,0
2020-08-25,4,1825,2022-02-23,0
2020-08-26,3,1828,2022-02-23,0
2020-08-27,7,1835,2022-02-23,0
2020-08-28,6,1841,2022-02-23,0
2020-08-29,3,1844,2022-02-23,0
2020-08-30,5,1849,2022-02-23,0
2020-08-31,9,1858,2022-02-23,0
2020-09-01,2,1860,2022-02-23,0
2020-09-02,7,1867,2022-02-23,0
2020-09-03,12,1879,2022-02-23,0
2020-09-04,4,1883,2022-02-23,0
2020-09-05,6,1889,2022-02-23,0
2020-09-06,12,1901,2022-02-23,0
2020-09-07,3,1904,2022-02-23,0
2020-09-08,6,1910,2022-02-23,0
2020-09-09,10,1920,2022-02-23,0
2020-09-10,9,1929,2022-02-23,0
2020-09-11,11,1940,2022-02-23,0
2020-09-12,8,1948,2022-02-23,0
2020-09-13,8,1956,2022-02-23,0
2020-09-14,2,1958,2022-02-23,0
2020-09-15,7,1965,2022-02-23,0
2020-09-16,9,1974,2022-02-23,0
2020-09-17,5,1979,2022-02-23,0
2020-09-18,6,1985,2022-02-23,0
2020-09-19,4,1989,2022-02-23,0
2020-09-20,9,1998,2022-02-23,0
2020-09-21,7,2005,2022-02-23,0
2020-09-22,8,2013,2022-02-23,0
2020-09-23,9,2022,2022-02-23,0
2020-09-24,8,2030,2022-02-23,0
2020-09-25,11,2041,2022-02-23,0
2020-09-26,9,2050,2022-02-23,0
2020-09-27,14,2064,2022-02-23,0
2020-09-28,11,2075,2022-02-23,0
2020-09-29,5,2080,2022-02-23,0
2020-09-30,16,2096,2022-02-23,0
2020-10-01,7,2103,2022-02-23,0
2020-10-02,13,2116,2022-02-23,0
2020-10-03,9,2125,2022-02-23,0
2020-10-04,7,2132,2022-02-23,0
2020-10-05,10,2142,2022-02-23,0
2020-10-06,13,2155,2022-02-23,0
2020-10-07,19,2174,2022-02-23,0
2020-10-08,9,2183,2022-02-23,0
2020-10-09,17,2200,2022-02-23,0
2020-10-10,16,2216,2022-02-23,0
2020-10-11,16,2232,2022-02-23,0
2020-10-12,20,2252,2022-02-23,0
2020-10-13,14,2266,2022-02-23,0
2020-10-14,10,2276,2022-02-23,0
2020-10-15,9,2285,2022-02-23,0
2020-10-16,12,2297,2022-02-23,0
2020-10-17,18,2315,2022-02-23,0
2020-10-18,25,2340,2022-02-23,0
2020-10-19,18,2358,2022-02-23,0
2020-10-20,15,2373,2022-02-23,0
2020-10-21,24,2397,2022-02-23,0
2020-10-22,18,2415,2022-02-23,0
2020-10-23,19,2434,2022-02-23,0
2020-10-24,8,2442,2022-02-23,0
2020-10-25,17,2459,2022-02-23,0
2020-10-26,25,2484,2022-02-23,0
2020-10-27,23,2507,2022-02-23,0
2020-10-28,29,2536,2022-02-23,0
2020-10-29,18,2554,2022-02-23,0
2020-10-30,27,2581,2022-02-23,0
2020-10-31,25,2606,2022-02-23,0
2020-11-01,21,2627,2022-02-23,0
2020-11-02,25,2652,2022-02-23,0
2020-11-03,25,2677,2022-02-23,0
2020-11-04,33,2710,2022-02-23,0
2020-11-05,38,2748,2022-02-23,0
2020-11-06,39,2787,2022-02-23,0
2020-11-07,42,2829,2022-02-23,0
2020-11-08,47,2876,2022-02-23,0
2020-11-09,37,2913,2022-02-23,0
2020-11-10,35,2948,2022-02-23,0
2020-11-11,43,2991,2022-02-23,0
2020-11-12,45,3036,2022-02-23,0
2020-11-13,40,3076,2022-02-23,0
2020-11-14,48,3124,2022-02-23,0
2020-11-15,46,3170,2022-02-23,0
2020-11-16,62,3232,2022-02-23,0
2020-11-17,56,3288,2022-02-23,0
2020-11-18,61,3349,2022-02-23,0
2020-11-19,60,3409,2022-02-23,0
2020-11-20,63,3472,2022-02-23,0
2020-11-21,58,3530,2022-02-23,0
2020-11-22,67,3597,2022-02-23,0
2020-11-23,59,3656,2022-02-23,0
2020-11-24,69,3725,2022-02-23,0
2020-11-25,72,3797,2022-02-23,0
2020-11-26,54,3851,2022-02-23,0
2020-11-27,69,3920,2022-02-23,0
2020-11-28,62,3982,2022-02-23,0
2020-11-29,68,4050,2022-02-23,0
2020-11-30,62,4112,2022-02-23,0
2020-12-01,64,4176,2022-02-23,0
2020-12-02,73,4249,2022-02-23,0
2020-12-03,86,4335,2022-02-23,0
2020-12-04,67,4402,2022-02-23,0
2020-12-05,74,4476,2022-02-23,0
2020-12-06,80,4556,2022-02-23,0
2020-12-07,75,4631,2022-02-23,0
2020-12-08,61,4692,2022-02-23,0
2020-12-09,71,4763,2022-02-23,0
2020-12-10,72,4835,2022-02-23,0
2020-12-11,71,4906,2022-02-23,0
2020-12-12,72,4978,2022-02-23,0
2020-12-13,56,5034,2022-02-23,0
2020-12-14,43,5077,2022-02-23,0
2020-12-15,65,5142,2022-02-23,0
2020-12-16,74,5216,2022-02-23,0
2020-12-17,60,5276,2022-02-23,0
2020-12-18,59,5335,2022-02-23,0
2020-12-19,56,5391,2022-02-23,0
2020-12-20,61,5452,2022-02-23,0
2020-12-21,58,5510,2022-02-23,0
2020-12-22,33,5543,2022-02-23,0
2020-12-23,46,5589,2022-02-23,0
2020-12-24,51,5640,2022-02-23,0
2020-12-25,36,5676,2022-02-23,0
2020-12-26,43,5719,2022-02-23,0
2020-12-27,41,5760,2022-02-23,0
2020-12-28,34,5794,2022-02-23,0
2020-12-29,37,5831,2022-02-23,0
2020-12-30,47,5878,2022-02-23,0
2020-12-31,36,5914,2022-02-23,0
2021-01-01,28,5942,2022-02-23,0
2021-01-02,49,5991,2022-02-23,0
2021-01-03,37,6028,2022-02-23,0
2021-01-04,32,6060,2022-02-23,0
2021-01-05,40,6100,2022-02-23,0
2021-01-06,32,6132,2022-02-23,0
2021-01-07,38,6170,2022-02-23,0
2021-01-08,32,6202,2022-02-23,0
2021-01-09,26,6228,2022-02-23,0
2021-01-10,30,6258,2022-02-23,0
2021-01-11,27,6285,2022-02-23,0
2021-01-12,32,6317,2022-02-23,0
2021-01-13,23,6340,2022-02-23,0
2021-01-14,42,6382,2022-02-23,0
2021-01-15,26,6408,2022-02-23,0
2021-01-16,30,6438,2022-02-23,0
2021-01-17,21,6459,2022-02-23,0
2021-01-18,19,6478,2022-02-23,0
2021-01-19,14,6492,2022-02-23,0
2021-01-20,26,6518,2022-02-23,0
2021-01-21,16,6534,2022-02-23,0
2021-01-22,14,6548,2022-02-23,0
2021-01-23,17,6565,2022-02-23,0
2021-01-24,24,6589,2022-02-23,0
2021-01-25,19,6608,2022-02-23,0
2021-01-26,21,6629,2022-02-23,0
2021-01-27,11,6640,2022-02-23,0
2021-01-28,12,6652,2022-02-23,0
2021-01-29,15,6667,2022-02-23,0
2021-01-30,13,6680,2022-02-23,0
2021-01-31,16,6696,2022-02-23,0
2021-02-01,17,6713,2022-02-23,0
2021-02-02,10,6723,2022-02-23,0
2021-02-03,11,6734,2022-02-23,0
2021-02-04,11,6745,2022-02-23,0
2021-02-05,13,6758,2022-02-23,0
2021-02-06,12,6770,2022-02-23,0
2021-02-07,19,6789,2022-02-23,0
2021-02-08,11,6800,2022-02-23,0
2021-02-09,15,6815,2022-02-23,0
2021-02-10,14,6829,2022-02-23,0
2021-02-11,7,6836,2022-02-23,0
2021-02-12,13,6849,2022-02-23,0
2021-02-13,8,6857,2022-02-23,0
2021-02-14,10,6867,2022-02-23,0
2021-02-15,9,6876,2022-02-23,0
2021-02-16,12,6888,2022-02-23,0
2021-02-17,10,6898,2022-02-23,0
2021-02-18,7,6905,2022-02-23,0
2021-02-19,6,6911,2022-02-23,0
2021-02-20,7,6918,2022-02-23,0
2021-02-21,4,6922,2022-02-23,0
2021-02-22,5,6927,2022-02-23,0
2021-02-23,9,6936,2022-02-23,0
2021-02-24,5,6941,2022-02-23,0
2021-02-25,5,6946,2022-02-23,0
2021-02-26,7,6953,2022-02-23,0
2021-02-27,6,6959,2022-02-23,0
2021-02-28,8,6967,2022-02-23,0
2021-03-01,7,6974,2022-02-23,0
2021-03-02,3,6977,2022-02-23,0
2021-03-03,10,6987,2022-02-23,0
2021-03-04,6,6993,2022-02-23,0
2021-03-05,10,7003,2022-02-23,0
2021-03-06,5,7008,2022-02-23,0
2021-03-07,9,7017,2022-02-23,0
2021-03-08,5,7022,2022-02-23,0
2021-03-09,7,7029,2022-02-23,0
2021-03-10,5,7034,2022-02-23,0
2021-03-11,4,7038,2022-02-23,0
2021-03-12,11,7049,2022-02-23,0
2021-03-13,5,7054,2022-02-23,0
2021-03-14,5,7059,2022-02-23,0
2021-03-15,2,7061,2022-02-23,0
2021-03-16,6,7067,2022-02-23,0
2021-03-17,4,7071,2022-02-23,0
2021-03-18,5,7076,2022-02-23,0
2021-03-19,5,7081,2022-02-23,0
2021-03-20,9,7090,2022-02-23,0
2021-03-21,5,7095,2022-02-23,0
2021-03-22,4,7099,2022-02-23,0
2021-03-23,5,7104,2022-02-23,0
2021-03-24,1,7105,2022-02-23,0
2021-03-25,5,7110,2022-02-23,0
2021-03-26,3,7113,2022-02-23,0
2021-03-27,7,7120,2022-02-23,0
2021-03-28,6,7126,2022-02-23,0
2021-03-29,5,7131,2022-02-23,0
2021-03-30,6,7137,2022-02-23,0
2021-03-31,8,7145,2022-02-23,0
2021-04-01,6,7151,2022-02-23,0
2021-04-02,9,7160,2022-02-23,0
2021-04-03,8,7168,2022-02-23,0
2021-04-04,6,7174,2022-02-23,0
2021-04-05,8,7182,2022-02-23,0
2021-04-06,7,7189,2022-02-23,0
2021-04-07,6,7195,2022-02-23,0
2021-04-08,10,7205,2022-02-23,0
2021-04-09,7,7212,2022-02-23,0
2021-04-10,7,7219,2022-02-23,0
2021-04-11,8,7227,2022-02-23,0
2021-04-12,10,7237,2022-02-23,0
2021-04-13,7,7244,2022-02-23,0
2021-04-14,8,7252,2022-02-23,0
2021-04-15,14,7266,2022-02-23,0
2021-04-16,8,7274,2022-02-23,0
2021-04-17,8,7282,2022-02-23,0
2021-04-18,8,7290,2022-02-23,0
2021-04-19,10,7300,2022-02-23,0
2021-04-20,5,7305,2022-02-23,0
2021-04-21,8,7313,2022-02-23,0
2021-04-22,3,7316,2022-02-23,0
2021-04-23,15,7331,2022-02-23,0
2021-04-24,11,7342,2022-02-23,0
2021-04-25,15,7357,2022-02-23,0
2021-04-26,15,7372,2022-02-23,0
2021-04-27,7,7379,2022-02-23,0
2021-04-28,14,7393,2022-02-23,0
2021-04-29,8,7401,2022-02-23,0
2021-04-30,11,7412,2022-02-23,0
2021-05-01,7,7419,2022-02-23,0
2021-05-02,8,7427,2022-02-23,0
2021-05-03,5,7432,2022-02-23,0
2021-05-04,13,7445,2022-02-23,0
2021-05-05,8,7453,2022-02-23,0
2021-05-06,5,7458,2022-02-23,0
2021-05-07,8,7466,2022-02-23,0
2021-05-08,7,7473,2022-02-23,0
2021-05-09,9,7482,2022-02-23,0
2021-05-10,8,7490,2022-02-23,0
2021-05-11,6,7496,2022-02-23,0
2021-05-12,9,7505,2022-02-23,0
2021-05-13,9,7514,2022-02-23,0
2021-05-14,11,7525,2022-02-23,0
2021-05-15,10,7535,2022-02-23,0
2021-05-16,6,7541,2022-02-23,0
2021-05-17,6,7547,2022-02-23,0
2021-05-18,7,7554,2022-02-23,0
2021-05-19,2,7556,2022-02-23,0
2021-05-20,5,7561,2022-02-23,0
2021-05-21,7,7568,2022-02-23,0
2021-05-22,12,7580,2022-02-23,0
2021-05-23,5,7585,2022-02-23,0
2021-05-24,5,7590,2022-02-23,0
2021-05-25,6,7596,2022-02-23,0
2021-05-26,3,7599,2022-02-23,0
2021-05-27,7,7606,2022-02-23,0
2021-05-28,2,7608,2022-02-23,0
2021-05-29,6,7614,2022-02-23,0
2021-05-30,4,7618,2022-02-23,0
2021-05-31,3,7621,2022-02-23,0
2021-06-01,5,7626,2022-02-23,0
2021-06-02,8,7634,2022-02-23,0
2021-06-03,4,7638,2022-02-23,0
2021-06-04,4,7642,2022-02-23,0
2021-06-05,2,7644,2022-02-23,0
2021-06-06,5,7649,2022-02-23,0
2021-06-07,3,7652,2022-02-23,0
2021-06-08,5,7657,2022-02-23,0
2021-06-09,4,7661,2022-02-23,0
2021-06-10,6,7667,2022-02-23,0
2021-06-11,6,7673,2022-02-23,0
2021-06-12,4,7677,2022-02-23,0
2021-06-13,4,7681,2022-02-23,0
2021-06-14,3,7684,2022-02-23,0
2021-06-15,2,7686,2022-02-23,0
2021-06-16,2,7688,2022-02-23,0
2021-06-17,4,7692,2022-02-23,0
2021-06-18,2,7694,2022-02-23,0
2021-06-19,6,7700,2022-02-23,0
2021-06-20,1,7701,2022-02-23,0
2021-06-21,5,7706,2022-02-23,0
2021-06-22,3,7709,2022-02-23,0
2021-06-23,4,7713,2022-02-23,0
2021-06-24,3,7716,2022-02-23,0
2021-06-25,3,7719,2022-02-23,0
2021-06-26,4,7723,2022-02-23,0
2021-06-27,2,7725,2022-02-23,0
2021-06-28,2,7727,2022-02-23,0
2021-06-29,2,7729,2022-02-23,0
2021-06-30,2,7731,2022-02-23,0
2021-07-01,0,7731,2022-02-23,0
2021-07-02,2,7733,2022-02-23,0
2021-07-03,2,7735,2022-02-23,0
2021-07-04,3,7738,2022-02-23,0
2021-07-05,1,7739,2022-02-23,0
2021-07-06,5,7744,2022-02-23,0
2021-07-07,1,7745,2022-02-23,0
2021-07-08,1,7746,2022-02-23,0
2021-07-09,0,7746,2022-02-23,0
2021-07-10,1,7747,2022-02-23,0
2021-07-11,3,7750,2022-02-23,0
2021-07-12,1,7751,2022-02-23,0
2021-07-13,2,7753,2022-02-23,0
2021-07-14,2,7755,2022-02-23,0
2021-07-15,2,7757,2022-02-23,0
2021-07-16,1,7758,2022-02-23,0
2021-07-17,1,7759,2022-02-23,0
2021-07-18,0,7759,2022-02-23,0
2021-07-19,0,7759,2022-02-23,0
2021-07-20,2,7761,2022-02-23,0
2021-07-21,3,7764,2022-02-23,0
2021-07-22,2,7766,2022-02-23,0
2021-07-23,3,7769,2022-02-23,0
2021-07-24,0,7769,2022-02-23,0
2021-07-25,2,7771,2022-02-23,0
2021-07-26,1,7772,2022-02-23,0
2021-07-27,2,7774,2022-02-23,0
2021-07-28,3,7777,2022-02-23,0
2021-07-29,2,7779,2022-02-23,0
2021-07-30,5,7784,2022-02-23,0
2021-07-31,4,7788,2022-02-23,0
2021-08-01,1,7789,2022-02-23,0
2021-08-02,3,7792,2022-02-23,0
2021-08-03,2,7794,2022-02-23,0
2021-08-04,3,7797,2022-02-23,0
2021-08-05,2,7799,2022-02-23,0
2021-08-06,8,7807,2022-02-23,0
2021-08-07,3,7810,2022-02-23,0
2021-08-08,3,7813,2022-02-23,0
2021-08-09,3,7816,2022-02-23,0
2021-08-10,2,7818,2022-02-23,0
2021-08-11,2,7820,2022-02-23,0
2021-08-12,7,7827,2022-02-23,0
2021-08-13,5,7832,2022-02-23,0
2021-08-14,6,7838,2022-02-23,0
2021-08-15,0,7838,2022-02-23,0
2021-08-16,7,7845,2022-02-23,0
2021-08-17,7,7852,2022-02-23,0
2021-08-18,9,7861,2022-02-23,0
2021-08-19,2,7863,2022-02-23,0
2021-08-20,3,7866,2022-02-23,0
2021-08-21,5,7871,2022-02-23,0
2021-08-22,7,7878,2022-02-23,0
2021-08-23,5,7883,2022-02-23,0
2021-08-24,12,7895,2022-02-23,0
2021-08-25,7,7902,2022-02-23,0
2021-08-26,2,7904,2022-02-23,0
2021-08-27,6,7910,2022-02-23,0
2021-08-28,11,7921,2022-02-23,0
2021-08-29,11,7932,2022-02-23,0
2021-08-30,8,7940,2022-02-23,0
2021-08-31,8,7948,2022-02-23,0
2021-09-01,6,7954,2022-02-23,0
2021-09-02,6,7960,2022-02-23,0
2021-09-03,9,7969,2022-02-23,0
2021-09-04,9,7978,2022-02-23,0
2021-09-05,10,7988,2022-02-23,0
2021-09-06,8,7996,2022-02-23,0
2021-09-07,7,8003,2022-02-23,0
2021-09-08,11,8014,2022-02-23,0
2021-09-09,5,8019,2022-02-23,0
2021-09-10,9,8028,2022-02-23,0
2021-09-11,17,8045,2022-02-23,0
2021-09-12,10,8055,2022-02-23,0
2021-09-13,8,8063,2022-02-23,0
2021-09-14,11,8074,2022-02-23,0
2021-09-15,14,8088,2022-02-23,0
2021-09-16,16,8104,2022-02-23,0
2021-09-17,8,8112,2022-02-23,0
2021-09-18,15,8127,2022-02-23,0
2021-09-19,11,8138,2022-02-23,0
2021-09-20,16,8154,2022-02-23,0
2021-09-21,16,8170,2022-02-23,0
2021-09-22,17,8187,2022-02-23,0
2021-09-23,13,8200,2022-02-23,0
2021-09-24,13,8213,2022-02-23,0
2021-09-25,16,8229,2022-02-23,0
2021-09-26,15,8244,2022-02-23,0
2021-09-27,15,8259,2022-02-23,0
2021-09-28,11,8270,2022-02-23,0
2021-09-29,21,8291,2022-02-23,0
2021-09-30,17,8308,2022-02-23,0
2021-10-01,13,8321,2022-02-23,0
2021-10-02,15,8336,2022-02-23,0
2021-10-03,23,8359,2022-02-23,0
2021-10-04,15,8374,2022-02-23,0
2021-10-05,23,8397,2022-02-23,0
2021-10-06,21,8418,2022-02-23,0
2021-10-07,14,8432,2022-02-23,0
2021-10-08,22,8454,2022-02-23,0
2021-10-09,20,8474,2022-02-23,0
2021-10-10,14,8488,2022-02-23,0
2021-10-11,11,8499,2022-02-23,0
2021-10-12,25,8524,2022-02-23,0
2021-10-13,21,8545,2022-02-23,0
2021-10-14,22,8567,2022-02-23,0
2021-10-15,14,8581,2022-02-23,0
2021-10-16,20,8601,2022-02-23,0
2021-10-17,18,8619,2022-02-23,0
2021-10-18,17,8636,2022-02-23,0
2021-10-19,26,8662,2022-02-23,0
2021-10-20,16,8678,2022-02-23,0
2021-10-21,9,8687,2022-02-23,0
2021-10-22,23,8710,2022-02-23,0
2021-10-23,24,8734,2022-02-23,0
2021-10-24,25,8759,2022-02-23,0
2021-10-25,20,8779,2022-02-23,0
2021-10-26,22,8801,2022-02-23,0
2021-10-27,16,8817,2022-02-23,0
2021-10-28,24,8841,2022-02-23,0
2021-10-29,20,8861,2022-02-23,0
2021-10-30,20,8881,2022-02-23,0
2021-10-31,27,8908,2022-02-23,0
2021-11-01,18,8926,2022-02-23,0
2021-11-02,18,8944,2022-02-23,0
2021-11-03,28,8972,2022-02-23,1
2021-11-04,27,8999,2022-02-23,0
2021-11-05,29,9028,2022-02-23,0
2021-11-06,16,9044,2022-02-23,0
2021-11-07,24,9068,2022-02-23,0
2021-11-08,28,9096,2022-02-23,0
2021-11-09,17,9113,2022-02-23,0
2021-11-10,18,9131,2022-02-23,0
2021-11-11,28,9159,2022-02-23,0
2021-11-12,29,9188,2022-02-23,0
2021-11-13,31,9219,2022-02-23,0
2021-11-14,24,9243,2022-02-23,0
2021-11-15,28,9271,2022-02-23,0
2021-11-16,25,9296,2022-02-23,0
2021-11-17,37,9333,2022-02-23,0
2021-11-18,38,9371,2022-02-23,0
2021-11-19,34,9405,2022-02-23,0
2021-11-20,30,9435,2022-02-23,0
2021-11-21,32,9467,2022-02-23,0
2021-11-22,30,9497,2022-02-23,0
2021-11-23,32,9529,2022-02-23,0
2021-11-24,25,9554,2022-02-23,0
2021-11-25,35,9589,2022-02-23,0
2021-11-26,51,9640,2022-02-23,0
2021-11-27,36,9676,2022-02-23,0
2021-11-28,39,9715,2022-02-23,0
2021-11-29,29,9744,2022-02-23,0
2021-11-30,30,9774,2022-02-23,0
2021-12-01,47,9821,2022-02-23,0
2021-12-02,40,9861,2022-02-23,0
2021-12-03,31,9892,2022-02-23,0
2021-12-04,42,9934,2022-02-23,0
2021-12-05,36,9970,2022-02-23,0
2021-12-06,35,10005,2022-02-23,0
2021-12-07,36,10041,2022-02-23,0
2021-12-08,38,10079,2022-02-23,0
2021-12-09,47,10126,2022-02-23,0
2021-12-10,34,10160,2022-02-23,0
2021-12-11,27,10187,2022-02-23,0
2021-12-12,36,10223,2022-02-23,0
2021-12-13,34,10257,2022-02-23,0
2021-12-14,35,10292,2022-02-23,0
2021-12-15,41,10333,2022-02-23,0
2021-12-16,32,10365,2022-02-23,0
2021-12-17,41,10406,2022-02-23,0
2021-12-18,32,10438,2022-02-23,0
2021-12-19,30,10468,2022-02-23,0
2021-12-20,33,10501,2022-02-23,0
2021-12-21,28,10529,2022-02-23,0
2021-12-22,29,10558,2022-02-23,0
2021-12-23,27,10585,2022-02-23,0
2021-12-24,30,10615,2022-02-23,0
2021-12-25,28,10643,2022-02-23,0
2021-12-26,42,10685,2022-02-23,0
2021-12-27,31,10716,2022-02-23,0
2021-12-28,34,10750,2022-02-23,0
2021-12-29,29,10779,2022-02-23,0
2021-12-30,19,10798,2022-02-23,0
2021-12-31,39,10837,2022-02-23,0
2022-01-01,27,10864,2022-02-23,0
2022-01-02,22,10886,2022-02-23,0
2022-01-03,23,10909,2022-02-23,0
2022-01-04,30,10939,2022-02-23,0
2022-01-05,31,10970,2022-02-23,0
2022-01-06,32,11002,2022-02-23,0
2022-01-07,27,11029,2022-02-23,0
2022-01-08,40,11069,2022-02-23,0
2022-01-09,18,11087,2022-02-23,0
2022-01-10,31,11118,2022-02-23,0
2022-01-11,18,11136,2022-02-23,0
2022-01-12,19,11155,2022-02-23,0
2022-01-13,27,11182,2022-02-23,0
2022-01-14,33,11215,2022-02-23,0
2022-01-15,26,11241,2022-02-23,0
2022-01-16,33,11274,2022-02-23,0
2022-01-17,36,11310,2022-02-23,0
2022-01-18,24,11334,2022-02-23,0
2022-01-19,29,11363,2022-02-23,0
2022-01-20,30,11393,2022-02-23,0
2022-01-21,27,11420,2022-02-23,0
2022-01-22,25,11445,2022-02-23,1
2022-01-23,22,11467,2022-02-23,0
2022-01-24,34,11501,2022-02-23,1
2022-01-25,33,11534,2022-02-23,0
2022-01-26,34,11568,2022-02-23,0
2022-01-27,35,11603,2022-02-23,0
2022-01-28,30,11633,2022-02-23,0
2022-01-29,28,11661,2022-02-23,0
2022-01-30,27,11688,2022-02-23,0
2022-01-31,17,11705,2022-02-23,0
2022-02-01,24,11729,2022-02-23,0
2022-02-02,22,11751,2022-02-23,0
2022-02-03,28,11779,2022-02-23,0
2022-02-04,19,11798,2022-02-23,0
2022-02-05,26,11824,2022-02-23,0
2022-02-06,25,11849,2022-02-23,0
2022-02-07,15,11864,2022-02-23,0
2022-02-08,26,11890,2022-02-23,2
2022-02-09,24,11914,2022-02-23,2
2022-02-10,20,11934,2022-02-23,0
2022-02-11,18,11952,2022-02-23,2
2022-02-12,13,11965,2022-02-23,2
2022-02-13,15,11980,2022-02-23,1
2022-02-14,12,11992,2022-02-23,2
2022-02-15,15,12007,2022-02-23,4
2022-02-16,7,12014,2022-02-23,4
2022-02-17,5,12019,2022-02-23,4
NA,0,12019,2022-02-23,0
2020-03-19,1,1,2022-02-24,0
2020-03-20,0,1,2022-02-24,0
2020-03-21,0,1,2022-02-24,0
2020-03-22,0,1,2022-02-24,0
2020-03-23,0,1,2022-02-24,0
2020-03-24,1,2,2022-02-24,0
2020-03-25,1,3,2022-02-24,0
2020-03-26,1,4,2022-02-24,0
2020-03-27,5,9,2022-02-24,0
2020-03-28,3,12,2022-02-24,0
2020-03-29,0,12,2022-02-24,0
2020-03-30,5,17,2022-02-24,0
2020-03-31,2,19,2022-02-24,0
2020-04-01,5,24,2022-02-24,0
2020-04-02,3,27,2022-02-24,0
2020-04-03,1,28,2022-02-24,0
2020-04-04,5,33,2022-02-24,0
2020-04-05,5,38,2022-02-24,0
2020-04-06,10,48,2022-02-24,0
2020-04-07,6,54,2022-02-24,0
2020-04-08,7,61,2022-02-24,0
2020-04-09,8,69,2022-02-24,0
2020-04-10,6,75,2022-02-24,0
2020-04-11,4,79,2022-02-24,0
2020-04-12,4,83,2022-02-24,0
2020-04-13,10,93,2022-02-24,0
2020-04-14,6,99,2022-02-24,0
2020-04-15,17,116,2022-02-24,0
2020-04-16,10,126,2022-02-24,0
2020-04-17,17,143,2022-02-24,0
2020-04-18,17,160,2022-02-24,0
2020-04-19,16,176,2022-02-24,0
2020-04-20,21,197,2022-02-24,0
2020-04-21,26,223,2022-02-24,0
2020-04-22,21,244,2022-02-24,0
2020-04-23,19,263,2022-02-24,0
2020-04-24,23,286,2022-02-24,0
2020-04-25,18,304,2022-02-24,0
2020-04-26,17,321,2022-02-24,0
2020-04-27,21,342,2022-02-24,0
2020-04-28,16,358,2022-02-24,0
2020-04-29,29,387,2022-02-24,0
2020-04-30,18,405,2022-02-24,0
2020-05-01,30,435,2022-02-24,0
2020-05-02,19,454,2022-02-24,0
2020-05-03,29,483,2022-02-24,0
2020-05-04,23,506,2022-02-24,0
2020-05-05,19,525,2022-02-24,0
2020-05-06,25,550,2022-02-24,0
2020-05-07,30,580,2022-02-24,0
2020-05-08,20,600,2022-02-24,0
2020-05-09,26,626,2022-02-24,0
2020-05-10,19,645,2022-02-24,0
2020-05-11,25,670,2022-02-24,0
2020-05-12,20,690,2022-02-24,0
2020-05-13,22,712,2022-02-24,0
2020-05-14,20,732,2022-02-24,0
2020-05-15,20,752,2022-02-24,0
2020-05-16,20,772,2022-02-24,0
2020-05-17,23,795,2022-02-24,0
2020-05-18,18,813,2022-02-24,0
2020-05-19,35,848,2022-02-24,0
2020-05-20,24,872,2022-02-24,0
2020-05-21,17,889,2022-02-24,0
2020-05-22,20,909,2022-02-24,0
2020-05-23,26,935,2022-02-24,0
2020-05-24,25,960,2022-02-24,0
2020-05-25,30,990,2022-02-24,0
2020-05-26,29,1019,2022-02-24,0
2020-05-27,25,1044,2022-02-24,0
2020-05-28,21,1065,2022-02-24,0
2020-05-29,17,1082,2022-02-24,0
2020-05-30,11,1093,2022-02-24,0
2020-05-31,20,1113,2022-02-24,0
2020-06-01,23,1136,2022-02-24,0
2020-06-02,21,1157,2022-02-24,0
2020-06-03,25,1182,2022-02-24,0
2020-06-04,26,1208,2022-02-24,0
2020-06-05,18,1226,2022-02-24,0
2020-06-06,12,1238,2022-02-24,0
2020-06-07,22,1260,2022-02-24,0
2020-06-08,12,1272,2022-02-24,0
2020-06-09,13,1285,2022-02-24,0
2020-06-10,10,1295,2022-02-24,0
2020-06-11,12,1307,2022-02-24,0
2020-06-12,11,1318,2022-02-24,0
2020-06-13,13,1331,2022-02-24,0
2020-06-14,11,1342,2022-02-24,0
2020-06-15,8,1350,2022-02-24,0
2020-06-16,9,1359,2022-02-24,0
2020-06-17,17,1376,2022-02-24,0
2020-06-18,9,1385,2022-02-24,0
2020-06-19,8,1393,2022-02-24,0
2020-06-20,12,1405,2022-02-24,0
2020-06-21,11,1416,2022-02-24,0
2020-06-22,6,1422,2022-02-24,0
2020-06-23,10,1432,2022-02-24,0
2020-06-24,1,1433,2022-02-24,0
2020-06-25,9,1442,2022-02-24,0
2020-06-26,6,1448,2022-02-24,0
2020-06-27,5,1453,2022-02-24,0
2020-06-28,11,1464,2022-02-24,0
2020-06-29,7,1471,2022-02-24,0
2020-06-30,9,1480,2022-02-24,0
2020-07-01,2,1482,2022-02-24,0
2020-07-02,3,1485,2022-02-24,0
2020-07-03,5,1490,2022-02-24,0
2020-07-04,4,1494,2022-02-24,0
2020-07-05,6,1500,2022-02-24,0
2020-07-06,4,1504,2022-02-24,0
2020-07-07,2,1506,2022-02-24,0
2020-07-08,9,1515,2022-02-24,0
2020-07-09,4,1519,2022-02-24,0
2020-07-10,3,1522,2022-02-24,0
2020-07-11,4,1526,2022-02-24,0
2020-07-12,6,1532,2022-02-24,0
2020-07-13,2,1534,2022-02-24,0
2020-07-14,6,1540,2022-02-24,0
2020-07-15,7,1547,2022-02-24,0
2020-07-16,3,1550,2022-02-24,0
2020-07-17,7,1557,2022-02-24,0
2020-07-18,6,1563,2022-02-24,0
2020-07-19,5,1568,2022-02-24,0
